hospital_id,hospital_org_id,ein,name,name_cr,street_address,city,state,zip_code,fips_state_and_county_code,hospital_bed_count,chrch_affl_f,urban_location_f,children_hospital_f,memb_counc_teach_hosps_f,medicare_provider_number,county,hospital_bed_size,updated_dt
143,100,461629800,Bhmc-Conway,Bhmc-Conway,1555 Exchange Avenue,Conway,AR,72032,05045,111,N,Y,N,N,040154,Faulkner County,100-299 beds,"November 20, 2023"
144,101,823844150,Bmh-Crittenden,Bmh-Crittenden,2100 North Seventh Street,West Memphis,AR,72301,05035,11,N,Y,N,N,040156,Crittenden County,<100 beds,"November 20, 2023"
145,102,710655753,Mercy Hospital Paris,Mercy Hospital Paris,500 East Academy,Paris,AR,72855,05083,16,Y,N,N,N,041300,Logan County,<100 beds,"November 20, 2023"
146,103,710689680,Mercy Hospital Ozark,Mercy Hospital Ozark,801 West River,Ozark,AR,72949,05047,25,N,N,N,N,041303,Franklin County,<100 beds,"November 20, 2023"
147,104,710557895,Mercy Hospital Waldron,Mercy Hospital Waldron,1341 West 6th St,Waldron,AR,72958,05127,24,N,N,N,N,041305,Scott County,<100 beds,"November 20, 2023"
148,105,710410601,Comm Medical Center Of Calico Rock,Comm Medical Center Of Calico Rock,Park St,Calico Rock,AR,72519,05065,25,N,N,N,N,041306,Izard County,<100 beds,"November 20, 2023"
149,106,710835247,Crossridge Community Hospital,Crossridge Community Hospital,310 South Falls Blvd,Wynne,AR,72396,05037,25,N,N,N,N,041307,Cross County,<100 beds,"November 20, 2023"
150,107,364664248,Mcgehee Hospital,Mcgehee Hospital,Green Meadow Addition,Mcgehee,AR,71654,05041,25,N,N,N,N,041308,Desha County,<100 beds,"November 20, 2023"
151,108,731547175,Lawrence Memorial Hospital,Lawrence Memorial Hospital,1309 W Hwy 25,Walnut Ridge,AR,72476,05075,25,N,N,N,N,041309,Lawrence County,<100 beds,"November 20, 2023"
152,98,710411459,Stone County Medical Center,Stone County Medical Center,Hwy 14 East,Mountain View,AR,72560,05137,25,N,N,N,N,041310,Stone County,<100 beds,"November 20, 2023"
153,109,710644637,Howard Memorial Hospital,Howard Memorial Hospital,130 Medical Circle,Nashville,AR,71852,05061,25,N,N,N,N,041311,Howard County,<100 beds,"November 20, 2023"
154,84,710236856,Bhmc-Heber Springs,Bhmc-Heber Springs,1800 Bypass Road,Heber Springs,AR,72543,05023,25,N,N,N,N,041312,Cleburne County,<100 beds,"November 20, 2023"
155,110,710407683,Ozark Health  Inc,Ozark Health  Inc,Highway 65,Clinton,AR,72031,05141,25,N,N,N,N,041313,Van Buren County,<100 beds,"November 20, 2023"
156,111,954896822,Dewitt Hospital & Nursing Home  Inc,Dewitt Hospital & Nursing Home  Inc,Highway 1 & Madison,Dewitt,AR,72042,05001,25,N,N,N,N,041314,Arkansas County,<100 beds,"November 20, 2023"
157,113,463851119,Mercy Hospital Booneville,Mercy Hospital Booneville,880 West Main,Booneville,AR,72927,05083,25,N,N,N,N,041318,Logan County,<100 beds,"November 20, 2023"
158,114,812677745,Little River Memorial,Little River Memorial,5th & Locke Street,Ashdown,AR,71822,05081,25,N,Y,N,N,041320,Little River County,<100 beds,"November 20, 2023"
159,84,710236856,Baptist Health Med Ctr Arkadelphia,Baptist Health Med Ctr Arkadelphia,3050 Twin Rivers,Arkadelphia,AR,71923,05019,25,N,N,N,N,041321,Clark County,<100 beds,"November 20, 2023"
160,115,710236870,Ashley County Medical Center,Ashley County Medical Center,1015 Unity Road,Crossett,AR,71635,05003,33,N,N,N,N,041323,Ashley County,<100 beds,"November 20, 2023"
161,116,710245507,St Vincent Morrilton,St Vincent Morrilton,4 Hospital Drive,Morrilton,AR,72110,05029,35,Y,N,N,N,041324,Conway County,<100 beds,"November 20, 2023"
162,117,710276839,Delta Memorial Hospital,Delta Memorial Hospital,811 Hwy 65 South,Dumas,AR,71639,05041,25,N,N,N,N,041326,Desha County,<100 beds,"November 20, 2023"
163,118,710797499,Bradley County Medical Center,Bradley County Medical Center,404 S Bradley,Warren,AR,71671,05011,35,N,N,N,N,041327,Bradley County,<100 beds,"November 20, 2023"
164,119,383807713,Chicot Memorial Medical Center,Chicot Memorial Medical Center,Chicot Memorial Medical Center,Lake Village,AR,71653,05017,25,N,N,N,Y,041328,Chicot County,<100 beds,"November 20, 2023"
165,120,710759299,Mercy Hospital Berryville,Mercy Hospital Berryville,214 Carter Street,Berryville,AR,72616,05015,25,N,N,N,N,041329,Carroll County,<100 beds,"November 20, 2023"
166,121,710236857,Arkansas Childrens Hospital,Arkansas Childrens Hospital,1 Childrens Way,Little Rock,AR,72202,05119,336,N,Y,Y,Y,043300,Pulaski County,>299 beds,"November 20, 2023"
167,122,810817660,Arkansas Childrens Northwest,Arkansas Childrens Northwest,2601 Gene George Blvd,Springdale,AR,72762,05143,24,N,Y,Y,N,043301,Washington County,<100 beds,"November 20, 2023"
168,123,941668344,St Rose Hospital,St Rose Hospital,27200 Calaroga Avenue,Hayward,CA,94545,06001,129,Y,Y,N,N,050002,Alameda County,100-299 beds,"November 20, 2023"
169,125,814791043,St Joseph Hospital - Eureka,St Joseph Hospital - Eureka,2700 Dolbeer,Eureka,CA,95501,06023,140,N,N,N,N,050006,Humboldt County,100-299 beds,"November 20, 2023"
170,127,940562680,Mills Peninsula Medical Center,Mills Peninsula Medical Center,1501 Trousdale Dr,Burlingame,CA,94010,06081,301,N,Y,N,Y,050007,San Mateo County,>299 beds,"November 20, 2023"
171,127,940562680,California Pacific Medical Ctr-Davies Campus Hosp,Cpmc-Rk Davies Medical Center,601 Duboce Ave,San Francisco,CA,94117,06075,153,N,Y,N,Y,050008,San Francisco County,100-299 beds,"November 20, 2023"
172,125,814791043,Queen Of The Valley Medical Center,Queen Of The Valley Medical Center,1000 Trancas Street,Napa,CA,94558,06055,171,Y,Y,N,Y,050009,Napa County,100-299 beds,"November 20, 2023"
173,129,941279779,Adventist Health St Helena,Adventist Health St Helena,10 Woodland Road,St Helena,CA,94574,06055,181,N,Y,N,N,050013,Napa County,100-299 beds,"November 20, 2023"
174,130,941156621,Sutter Amador Hospital,Sutter Amador Hospital,200 Mission Blvd,Jackson,CA,95642,06005,52,N,N,N,N,050014,Amador County,<100 beds,"November 20, 2023"
175,46,941196203,"Marian Regional Medical Center, Arroyo Grande",,345 S Halcyon Rd,Arroyo Grande,CA,93420,06079,67,N,Y,N,N,050016,San Luis Obispo County,<100 beds,"November 20, 2023"
176,46,941196203,Mercy General Hospital,Mercy General Hospital,4001 J Street,Sacramento,CA,95819,06067,419,N,Y,N,Y,050017,Sacramento County,>299 beds,"November 20, 2023"
177,131,330449527,Grossmont Hospital,Grossmont Hospital,5555 Grossmont Center Drive,La Mesa,CA,91942,06073,536,N,Y,N,N,050026,San Diego County,>299 beds,"November 20, 2023"
178,132,941634554,Oroville Hospital,Oroville Hospital,2767 Olive Highway,Oroville,CA,95965,06007,153,N,Y,N,Y,050030,Butte County,100-299 beds,"November 20, 2023"
179,133,951802779,Bakersfield Memorial Hospital,Bakersfield Memorial Hospital,420 34th Street,Bakersfield,CA,93303,06029,421,N,Y,N,Y,050036,Kern County,>299 beds,"November 20, 2023"
180,134,941603784,Enloe Medical Center,Enloe Medical Center,1531 Esplanade,Chico,CA,95926,06007,298,N,Y,N,N,050039,Butte County,100-299 beds,"November 20, 2023"
181,46,941196203,St Elizabeth  Community Hospital,St Elizabeth  Community Hosptial,2550 Sister Mary Columbia Drive,Red Bluff,CA,96080,06103,76,Y,N,N,N,050042,Tehama County,<100 beds,"November 20, 2023"
182,127,940562680,Summit Medical Center,Summit Medical Center,350 Hawthorne Avenue,Oakland,CA,94609,06001,569,N,Y,N,Y,050043,Alameda County,>299 beds,"November 20, 2023"
183,136,951683892,Ojai Valley Community Hospital,Ojai Valley Community Hospital,1306 Maricopa Highway,Ojai,CA,93023,06111,110,N,Y,N,N,050046,Ventura County,100-299 beds,"November 20, 2023"
184,127,940562680,California Pacific Medical Center,California Pacific Medical Center,1101 Van Ness Ave,San Francisco,CA,94109,06075,608,N,Y,N,N,050047,San Francisco County,>299 beds,"November 20, 2023"
185,137,330420041,San Gorgonio Memorial,San Gorgonio Memorial,600 North Highland Springs Ave,Banning,CA,92220,06065,72,N,Y,N,N,050054,Riverside County,<100 beds,"November 20, 2023"
186,127,940562680,Cpmc - Mission Bernal Campus,Cpmc - Mission Bernal Campus,3555 Cesar Chavez,San Francisco,CA,94110,06075,120,Y,Y,N,Y,050055,San Francisco County,100-299 beds,"November 20, 2023"
187,47,815009488,Glendale Memorial Hospital & Hlth Ct,Glendale Memorial Hospital & Hlth Ct,1420 South Central Ave,Glendale,CA,91204,06037,334,N,Y,N,N,050058,Los Angeles County,>299 beds,"November 20, 2023"
188,138,941156276,Community Regional Medical Center,Community Regional Medical Center,2823 Fresno Street,Fresno,CA,93721,06019,794,N,Y,N,Y,050060,Fresno County,>299 beds,"November 20, 2023"
189,139,951643359,St Joseph Hospital Of Orange,St Joseph Hospital Of Orange,1100 West Stewart Drive,Orange,CA,92863,06059,462,Y,Y,N,Y,050069,Orange County,>299 beds,"November 20, 2023"
190,140,941105628,Kfh - South San Francisco,Kfh - South San Francisco,1200 El Camino Real,South San Francisco,CA,94080,06081,120,N,Y,N,N,050070,San Mateo County,100-299 beds,"November 20, 2023"
191,140,941105628,Kfh - Santa Clara,Kfh - Santa Clara,700 Laurence Expressway,Santa Clara,CA,95051,06085,327,N,Y,N,N,050071,Santa Clara County,>299 beds,"November 20, 2023"
192,140,941105628,Kfh - Walnut Creek,Kfh - Walnut Creek,1425 South Main Street,Walnut Creek,CA,94596,06013,362,N,Y,N,Y,050072,Contra Costa County,>299 beds,"November 20, 2023"
193,140,941105628,Kfh - Vallejo,Kfh - Vallejo,975 Serrano Drive,Vallejo,CA,94589,06095,475,N,Y,N,N,050073,Solano County,>299 beds,"November 20, 2023"
194,140,941105628,Kfh - Oakland,Kfh - Oakland,275 W Macarthur Blvd,Oakland,CA,94611,06001,396,N,Y,N,Y,050075,Alameda County,>299 beds,"November 20, 2023"
195,140,941105628,Kfh - San Francisco,Kfh - San Francisco,2425 Geary Boulevard,San Francisco,CA,94115,06075,239,N,Y,N,Y,050076,San Francisco County,100-299 beds,"November 20, 2023"
196,141,951684089,Scripps Mercy Hospital,Scripps Mercy Hospital,4077 Fifth Avenue,San Diego,CA,92103,06073,700,N,Y,N,Y,050077,San Diego County,>299 beds,"November 20, 2023"
197,142,510216589,Providence Lttl Co Mary Mc San Pedro,Providence Lttl Co Mary Mc San Pedro,1300 W Seventh Street,San Pedro,CA,90732,06037,387,N,Y,N,N,050078,Los Angeles County,>299 beds,"November 20, 2023"
198,46,941196203,St Johns Regional Medical Center,St Johns Regional Medical Center,1600 North Rose Avenue,Oxnard,CA,93030,06111,265,N,Y,N,N,050082,Ventura County,100-299 beds,"November 20, 2023"
199,143,465322209,St Josephs Medical Center,St Josephs Medical Center,1800 N California Street,Stockton,CA,95204,06077,335,N,Y,N,Y,050084,San Joaquin County,>299 beds,"November 20, 2023"
200,127,940562680,Alta Bates - Herrick Hospital,,2001 Dwight Way,Berkeley,CA,94704,06001,218,N,Y,N,Y,050087,Alameda County,100-299 beds,"November 20, 2023"
201,144,951643373,Community Hospital Of San Bernardino,Community Hospital Of San Bernardino,1805 Medical Center Drive,San Bernardino,CA,92411,06071,347,N,Y,N,N,050089,San Bernardino County,>299 beds,"November 20, 2023"
202,145,941437713,St Agnes Medical Center,St Agnes Medical Center,1303 E Herndon Avenue,Fresno,CA,93720,06019,436,Y,Y,N,N,050093,Fresno County,>299 beds,"November 20, 2023"
203,146,951183919,San Antonio Regional Hospital,San Antonio Regional Hospital,999 San Bernardino Road,Upland,CA,91786,06071,281,N,Y,N,N,050099,San Bernardino County,100-299 beds,"November 20, 2023"
204,147,953782169,Sharp Memorial Hospital,Sharp Memorial Hospital,7901 Frost Street,San Diego,CA,92123,06073,881,N,Y,N,N,050100,San Diego County,>299 beds,"November 20, 2023"
205,130,941156621,Sutter Solano Medical Center,Sutter Solano Medical Center,300 Hospital Drive,Vallejo,CA,94589,06095,111,N,Y,N,N,050101,Solano County,100-299 beds,"November 20, 2023"
206,148,952477294,Doctors Hospital Of Riverside,Doctors Hospital Of Riverside,3865 Jackson Street,Riverside,CA,92503,06065,193,N,Y,N,Y,050102,Riverside County,100-299 beds,"November 20, 2023"
207,149,952282647,Adventist Health White Memorial,Adventist Health White Memorial,1720 Cesar E Chavez Ave,Los Angeles,CA,90033,06037,377,Y,Y,N,Y,050103,Los Angeles County,>299 beds,"November 20, 2023"
208,150,912154439,St Francis Medical Center,St Francis Medical Center,3630 East Imperial Highway,Lynwood,CA,90262,06037,448,Y,Y,N,N,050104,Los Angeles County,>299 beds,"November 20, 2023"
209,46,941196203,Marian Medical Center,Marian Medical Center,1400 E Church Street,Santa Maria,CA,93456,06083,227,Y,Y,N,N,050107,Santa Barbara County,100-299 beds,"November 20, 2023"
210,130,941156621,Sutter Medical Center - Sacramento,Sutter Medical Center - Sacramento,2825 Capitol Avenue,Sacramento,CA,95816,06067,523,N,Y,N,N,050108,Sacramento County,>299 beds,"November 20, 2023"
211,130,941156621,Sutter Memorial Hospital,,5151 F Street,Sacramento,CA,95819,06067,360,N,Y,N,Y,050109,Sacramento County,>299 beds,"November 20, 2023"
212,47,815009488,Northridge Medical Center - Roscoe,Northridge Medical Center - Roscoe,18300 Roscoe Blvd,Northridge,CA,91328,06037,435,N,Y,N,N,050116,Los Angeles County,>299 beds,"November 20, 2023"
213,151,940535360,Adventist Health Hanford,Adventist Health Hanford,115 Mall Drive,Hanford,CA,93230,06031,230,N,Y,N,Y,050121,Kings County,100-299 beds,"November 20, 2023"
214,152,941201197,Dameron Hospital,Dameron Hospital,525 W Acacia,Stockton,CA,95023,06077,211,N,Y,N,N,050122,San Joaquin County,100-299 beds,"November 20, 2023"
215,155,851634852,Verdugo Hills Hospital,Verdugo Hills Hospital,1812 Verdugo Boulevard,Glendale,CA,91208,06037,158,N,Y,N,N,050124,Los Angeles County,100-299 beds,"November 20, 2023"
216,156,951945832,Valley Presbyterian Hospital,Valley Presbyterian Hospital,15107 Vanowen Street,Van Nuys,CA,91405,06037,362,N,Y,N,N,050126,Los Angeles County,>299 beds,"November 20, 2023"
217,47,815009488,Woodland Healthcare,Woodland Healthcare,1325 Cottonwood Street,Woodland,CA,95695,06113,122,N,Y,N,N,050127,Yolo County,100-299 beds,"November 20, 2023"
218,46,941196203,St Bernardine Medical Center,St Bernardine Medical Center,2101 N Waterman Ave,San Bernardino,CA,92404,06071,291,N,Y,N,Y,050129,San Bernardino County,100-299 beds,"November 20, 2023"
219,127,940562680,Novato Community Hospital,Novato Community Hospital,180 Rowland Way,Novato,CA,94945,06041,75,N,Y,N,N,050131,Marin County,<100 beds,"November 20, 2023"
220,157,941387866,Adventist Health And Rideout,Adventist Health And Rideout,726 Fourth Street,Marysville,CA,95901,06115,173,N,Y,N,N,050133,Yuba County,100-299 beds,"November 20, 2023"
221,159,454171900,Petaluma Valley Hospital,Petaluma Valley Hospital,400 N Mcdowell Blvd,Petaluma,CA,94954,06097,99,N,Y,N,N,050136,Sonoma County,<100 beds,"November 20, 2023"
222,140,941105628,Kfh - Panorama City,Kfh - Panorama City,13652 Cantara Street,Panorama City,CA,91402,06037,325,N,Y,N,N,050137,Los Angeles County,>299 beds,"November 20, 2023"
223,140,941105628,Kfh - Los Angeles,Kfh - Los Angeles,4867 Sunset Blvd,Los Angeles,CA,90027,06037,507,N,Y,N,Y,050138,Los Angeles County,>299 beds,"November 20, 2023"
224,140,941105628,Kfh - Downey,Kfh - Downey,9400 Rosecrans Avenue,Bellflower,CA,90706,06037,352,N,Y,N,Y,050139,Los Angeles County,>299 beds,"November 20, 2023"
225,140,941105628,Kfh - Fontana,Kfh - Fontana,9961 Sierra Avenue,Fontana,CA,92335,06071,438,N,Y,N,Y,050140,San Bernardino County,>299 beds,"November 20, 2023"
226,160,940760193,Community Hosp Monterey Peninsula,Community Hosp Monterey Peninsula,23625 W R Holman Highway,Monterey,CA,93942,06053,258,N,Y,N,N,050145,Monterey County,100-299 beds,"November 20, 2023"
227,161,951683875,City Of Hope National Medical Ctr,City Of Hope National Medical Ctr,1500 E Duarte Road,Duarte,CA,91010,06037,212,N,Y,N,N,050146,Los Angeles County,100-299 beds,"November 20, 2023"
228,47,815009488,California Hospital Medical Center,California Hospital Medical Center,1401 South Grand Avenue,Los Angeles,CA,90015,06037,309,N,Y,N,Y,050149,Los Angeles County,>299 beds,"November 20, 2023"
229,162,941439787,Sierra Nevada Memorial Hospital,Sierra Nevada Memorial Hospital,155 Glasson Way,Grass Valley,CA,95945,06057,124,N,N,N,N,050150,Nevada County,100-299 beds,"November 20, 2023"
230,163,941156295,Saint Francis Memorial Hospital,Saint Francis Memorial Hospital,900 Hyde Street,San Francisco,CA,94109,06075,288,N,Y,N,N,050152,San Francisco County,100-299 beds,"November 20, 2023"
231,164,912154436,Oconnor Hospital,Oconnor Hospital,2105 Forest Avenue,San Jose,CA,95128,06085,358,Y,Y,N,N,050153,Santa Clara County,>299 beds,"November 20, 2023"
232,165,208065139,Encino Hospital,Encino Hospital,16237 Ventura Blvd,Encino,CA,91436,06037,150,N,Y,N,N,050158,Los Angeles County,100-299 beds,"November 20, 2023"
233,166,951643325,St Jude Medical Center Fullerton,St Jude Medical Center Fullerton,101 E Valencia Mesa Ave,Fullerton,CA,92835,06059,301,Y,Y,N,N,050168,Orange County,>299 beds,"November 20, 2023"
234,167,951934652,Pih Health Whittier Hospital,Pih Health Whittier Hospital,12401 East Washington Blvd,Whittier,CA,90602,06037,547,N,Y,N,N,050169,Los Angeles County,>299 beds,"November 20, 2023"
235,125,814791043,Santa Rosa Memorial Hospital,Santa Rosa Memorial Hospital,1165 Montgomery Drive,Santa Rosa,CA,95405,06097,346,N,Y,N,N,050174,Sonoma County,>299 beds,"November 20, 2023"
236,169,942281314,Emanuel Medical Center,,825 Delbon Ave,Turlock,CA,95382,06099,354,Y,Y,N,Y,050179,Stanislaus County,>299 beds,"November 20, 2023"
237,170,941461843,John Muir Medical Center - Wc,John Muir Medical Center - Wc,1601 Ygnacio Valley Road,Walnut Creek,CA,94598,06013,296,N,Y,N,Y,050180,Contra Costa County,100-299 beds,"November 20, 2023"
238,171,941502014,Mee Memorial Hospital,Mee Memorial Hospital,300 Canal St,King City,CA,93930,06053,94,N,Y,N,N,050189,Monterey County,<100 beds,"November 20, 2023"
239,46,941196203,St Mary Medical Center,St Mary Medical Center,1050 Linden Avenue,Long Beach,CA,90813,06037,539,Y,Y,N,Y,050191,Los Angeles County,>299 beds,"November 20, 2023"
240,172,453220509,Adventist Health Reedley,Adventist Health Reedley,372 West Cypress,Reedley,CA,93654,06019,49,N,Y,N,Y,050192,Fresno County,<100 beds,"November 20, 2023"
241,173,951643360,South Coast Medical Center,,31872 Coast Hwy,Laguna Beach,CA,92677,06059,210,N,Y,N,N,050193,Orange County,100-299 beds,"November 20, 2023"
242,151,940535360,Adventist Medical Center - Central Valley,,1025 N Douty St,Hanford,CA,93230,06031,49,Y,Y,N,N,050196,Kings County,<100 beds,"November 20, 2023"
243,47,815009488,Sequoia Hospital,Sequoia Hospital,170 Alameda De Las Pulgas,Redwood City,CA,94160,06081,208,N,Y,N,Y,050197,San Mateo County,100-299 beds,"November 20, 2023"
244,165,208065139,East Valley Glendora Hospital,East Valley Glendora Hospital,150 West Route 66,Glendora,CA,91740,06037,128,N,Y,N,N,050205,Los Angeles County,100-299 beds,"November 20, 2023"
245,157,941387866,Fremont Medical Center,,970 Plumas St,Yuba City,CA,95991,06101,128,N,Y,N,N,050207,Sutter County,100-299 beds,"November 20, 2023"
246,127,940562680,California Pacific Medical Center - California Campus,,3700 California Street,San Francisco,CA,94118,06075,382,N,Y,N,Y,050208,San Francisco County,>299 beds,"November 20, 2023"
247,175,952367304,Sharp Chula Vista Medical Center,Sharp Chula Vista Medical Center,751 Medical Center Court,Chula Vista,CA,91911,06073,306,N,Y,N,N,050222,San Diego County,>299 beds,"November 20, 2023"
248,176,951643327,Hoag Memorial Hospital Presbyterian,Hoag Memorial Hospital Presbyterian,One Hoag Drive,Newport Beach,CA,92658,06059,409,N,Y,N,Y,050224,Orange County,>299 beds,"November 20, 2023"
